
schema_version,global_row_id,source_batch,source_file,source_row,keyword,normalized_keyword,search_intent,previous_position_raw,current_position_raw,position_change_raw,estimated_google_traffic,traffic_change_raw,search_volume,keyword_difficulty,cpc_usd,pinterest_url,pinterest_result_type,last_update_raw,serp_feature_changes,serp_features_new,serp_features_lost,top10_presence_signal,topic_cluster,content_role,priority_tier,ptra_fit_signal,ptra_fit_level_normalized,recommended_action,final_editorial_action,risk_flag,risk_flag_normalized,risk_reason,duplicate_keyword_count,duplicate_keyword_rank,is_duplicate_keyword,claude_code_instruction
claude_recipe_keyword_master_v1,52,batch_1,claude_code_recipe_keywords_clean (1).csv,52,chocolate dessert recipes,chocolate dessert recipes,Informational,0,4,new,105,0,4400,34,0.05,https://www.pinterest.com/heavenlyrecipe/chocolate-desserts/,pinterest_board,2 days,,,,pinterest_in_top_10,Desserts & baking,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,53,batch_1,claude_code_recipe_keywords_clean (1).csv,53,simple dessert recipes,simple dessert recipes,Informational,0,4,new,105,0,4400,46,0.07,https://www.pinterest.com/iambaker/easy-dessert-recipes-with-few-ingredients/,pinterest_board,3 days,,,,pinterest_in_top_10,Desserts & baking,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,54,batch_1,claude_code_recipe_keywords_clean (1).csv,54,sugar free dessert recipes,sugar free dessert recipes,Informational,13,3,10,102,0,3600,31,0.07,https://www.pinterest.com/bonniewetmore/sugar-free-desserts/,pinterest_board,3 days,,,,pinterest_in_top_10,Desserts & baking,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,55,batch_1,claude_code_recipe_keywords_clean (1).csv,55,easy asian recipes,easy asian recipes,Informational,0,2,new,101,0,2900,26,0.12,https://www.pinterest.com/katieworkman100/asian-inspired-recipes-from-the-mom-100/,pinterest_board,1 day,,,,pinterest_in_top_10,Asian recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,56,batch_1,claude_code_recipe_keywords_clean (1).csv,56,winter recipes,winter recipes,Informational,6,4,2,101,0,2900,37,0.06,https://www.pinterest.com/myrecipes/winter-recipes/,pinterest_board,Jul 04,Lost: Video carousel.,,Video carousel,pinterest_in_top_10,Seasonal & occasion recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,57,batch_1,claude_code_recipe_keywords_clean (1).csv,57,christmas candy recipes,christmas candy recipes,Informational,7,3,4,92,0,6600,27,0.04,https://www.pinterest.com/goebelbecker/christmas-candy-homemade/,pinterest_board,2 days,New: AI Overview.,AI Overview,,pinterest_in_top_10,Desserts & baking,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,58,batch_1,claude_code_recipe_keywords_clean (1).csv,58,griddle recipes,griddle recipes,Informational,7,3,4,92,0,4400,30,0.23,https://www.pinterest.com/grillgirlrobyn/flattop-griddle-recipes-loco-blackstone-etc/,pinterest_board,Jul 04,,,,pinterest_in_top_10,Cooking method recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,59,batch_1,claude_code_recipe_keywords_clean (1).csv,59,sweet bread recipes,sweet bread recipes,Informational,2,1,1,87,0,2900,21,0.05,https://www.pinterest.com/flouronmyface/sweet-bread-recipes/,pinterest_board,13 hours,"Lost: AI Overview, Image pack.",,"AI Overview, Image pack",pinterest_in_top_10,Desserts & baking,recipe_article_candidate,P1,strong,high,candidate_for_first_batch,create_first_batch,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,60,batch_1,claude_code_recipe_keywords_clean (1).csv,60,cookies recipes,cookies recipes,Informational,0,4,new,87,0,2900,42,0.13,https://www.pinterest.com/somethingswanky/cookie-recipes/,pinterest_board,Jul 02,,,,pinterest_in_top_10,Desserts & baking,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,61,batch_1,claude_code_recipe_keywords_clean (1).csv,61,recipes using chicken thighs,recipes using chicken thighs,Informational,0,4,new,87,0,2900,43,0.05,https://www.pinterest.com/pin/64317100923191377/,pinterest_pin,Jul 03,,,,pinterest_in_top_10,Protein main dishes,recipe_article_candidate,P3,low_to_medium,medium,keep_in_backlog,backlog_or_supporting_cluster,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,62,batch_1,claude_code_recipe_keywords_clean (1).csv,62,recipes involving chocolate,recipes involving chocolate,Informational,0,2,new,87,0,2900,32,0.05,https://www.pinterest.com/serenalissy/best-chocolate-dessert-recipes/,pinterest_board,2 days,,,,pinterest_in_top_10,Desserts & baking,recipe_article_candidate,P1,strong,high,candidate_for_first_batch,create_first_batch,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,63,batch_1,claude_code_recipe_keywords_clean (1).csv,63,low calorie recipes,low calorie recipes,Informational,0,4,new,86,0,3600,43,0.27,https://www.pinterest.com/myrecipes/low-calorie-recipes/,pinterest_board,Jul 04,,,,pinterest_in_top_10,Health-focused recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,64,batch_1,claude_code_recipe_keywords_clean (1).csv,64,dessert cup recipes,dessert cup recipes,Informational,0,1,new,84,0,1300,23,0.16,https://www.pinterest.com/jessicadubie/mini-dessert-cups/,pinterest_board,Jun 15,,,,pinterest_in_top_10,Desserts & baking,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,65,batch_1,claude_code_recipe_keywords_clean (1).csv,65,low carb crock pot recipes,low carb crock pot recipes,Informational,20,4,16,83,0,2900,29,0.04,https://www.pinterest.com/lowcarbstateofmind/keto-low-carb-crockpot-meals/,pinterest_board,3 hours,Lost: Video carousel.,,Video carousel,pinterest_in_top_10,Health-focused recipes,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,66,batch_1,claude_code_recipe_keywords_clean (1).csv,66,beef tip recipes,beef tip recipes,Informational,12,4,8,81,0,3600,45,0.11,https://www.pinterest.com/diva4588/recipes-with-beef-tips/,pinterest_board,Jul 02,New: AI Overview. Lost: Video carousel.,AI Overview,Video carousel,pinterest_in_top_10,Protein main dishes,recipe_article_candidate,P3,low_to_medium,medium,keep_in_backlog,backlog_or_supporting_cluster,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,67,batch_1,claude_code_recipe_keywords_clean (1).csv,67,tri tip steak recipes,tri tip steak recipes,Informational,5,4,1,75,0,3600,32,0.15,https://www.pinterest.com/delbert78/tri-tip-steak-recipes/,pinterest_board,1 day,New: Related searches. Lost: Video carousel.,Related searches,Video carousel,pinterest_in_top_10,Protein main dishes,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,68,batch_1,claude_code_recipe_keywords_clean (1).csv,68,recipes for picky eaters,recipes for picky eaters,Informational,7,4,3,74,0,2400,30,0.31,https://www.pinterest.com/wearychef/kid-friendly-dinners-for-picky-eaters/,pinterest_board,1 day,,,,pinterest_in_top_10,Meal planning & family meals,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,69,batch_1,claude_code_recipe_keywords_clean (1).csv,69,canned corn recipes,canned corn recipes,Informational,4,3,1,73,0,2900,25,0.04,https://www.pinterest.com/cowan3301/canned-corn-recipes/,pinterest_board,3 days,Lost: Image pack.,,Image pack,pinterest_in_top_10,"Sides, casseroles & comfort food",recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,70,batch_1,claude_code_recipe_keywords_clean (1).csv,70,asian shrimp recipes,asian shrimp recipes,Informational,6,4,2,73,0,2900,34,0.2,https://www.pinterest.com/pin/asian-garlic-shrimp-recipe--231020655880166344/,pinterest_pin,3 days,New: Video carousel. Lost: Short videos.,Video carousel,Short videos,pinterest_in_top_10,Asian recipes,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,71,batch_1,claude_code_recipe_keywords_clean (1).csv,71,gluten free crock pot recipes,gluten free crock pot recipes,Informational,65,4,61,72,0,2400,8,0.41,https://www.pinterest.com/meaningfuleats/gluten-free-crockpot-recipes/,pinterest_board,Jul 04,Lost: AI Overview.,,AI Overview,pinterest_in_top_10,Health-focused recipes,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,72,batch_1,claude_code_recipe_keywords_clean (1).csv,72,vegetarian casserole recipes,vegetarian casserole recipes,Informational,0,4,new,72,0,2400,27,0.06,https://www.pinterest.com/themindfulhapa/vegetarian-casserole/,pinterest_board,3 hours,,,,pinterest_in_top_10,"Sides, casseroles & comfort food",pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,73,batch_1,claude_code_recipe_keywords_clean (1).csv,73,west indian cuisine recipes,west indian cuisine recipes,Informational,8,3,5,71,0,1300,28,0.15,https://ca.pinterest.com/qkimbee/west-indian-food/,pinterest_board,Jun 15,,,,pinterest_in_top_10,Latin & Caribbean recipes,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,74,batch_1,claude_code_recipe_keywords_clean (1).csv,74,christmas desserts recipes,christmas desserts recipes,Informational,0,2,new,70,0,1600,40,0.05,https://www.pinterest.com/rachelwojo/christmas-desserts/,pinterest_board,Jul 01,,,,pinterest_in_top_10,Desserts & baking,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,75,batch_1,claude_code_recipe_keywords_clean (1).csv,75,grilled chicken strip recipes,grilled chicken strip recipes,Informational,0,2,new,70,0,1600,20,0.23,https://www.pinterest.com/pin/sauted-chicken-with-roasted-veggies-and-garlic-quinoa-recipe--459507968250753318/,pinterest_pin,4 days,,,,pinterest_in_top_10,Protein main dishes,recipe_article_candidate,P1,strong,high,candidate_for_first_batch,create_first_batch,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,76,batch_1,claude_code_recipe_keywords_clean (1).csv,76,high protein meals recipes,high protein meals recipes,Informational,0,4,new,69,0,2900,39,0.22,https://www.pinterest.com/skinnytaste/high-protein-recipes/,pinterest_board,Jul 04,,,,pinterest_in_top_10,Health-focused recipes,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,77,batch_1,claude_code_recipe_keywords_clean (1).csv,77,low carb recipes for dinner,low carb recipes for dinner,Informational,0,4,new,69,0,2900,35,0.05,https://www.pinterest.com/delish/low-carb-recipes-%2B-meals/,pinterest_board,Jul 04,,,,pinterest_in_top_10,Health-focused recipes,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,78,batch_1,claude_code_recipe_keywords_clean (1).csv,78,jello shot recipes,jello shot recipes,Informational,0,3,new,69,0,2900,31,0.02,https://www.pinterest.com/doxiemama/jello-shots/,pinterest_board,Jul 02,,,,pinterest_in_top_10,Drinks & beverages,research_only_or_exclude,EXCLUDE,weak,exclude,do_not_generate_article,exclude_from_generation,yes,caution,alcohol_topic_review_for_adsense_and_brand_fit,1,1,no,Do not create a recipe article from this row. Keep it only for competitor/context review unless manually approved.
claude_recipe_keyword_master_v1,79,batch_1,claude_code_recipe_keywords_clean (1).csv,79,easter potluck recipes ideas,easter potluck recipes ideas,Informational,0,3,new,69,0,2900,30,0.05,https://www.pinterest.com/mommajujubee/easter-potluck/,pinterest_board,2 days,,,,pinterest_in_top_10,Seasonal & occasion recipes,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,80,batch_1,claude_code_recipe_keywords_clean (1).csv,80,mexican recipes,mexican recipes,Informational,4,3,1,68,0,12100,43,0.07,https://www.pinterest.com/isabeleats/dinner-recipes/,pinterest_board,2 days,"Lost: AI Overview, People also search.",,"AI Overview, People also search",pinterest_in_top_10,Latin & Caribbean recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,81,batch_1,claude_code_recipe_keywords_clean (1).csv,81,lean and green recipes,lean and green recipes,Informational,0,4,new,65,0,1000,16,0.73,https://www.pinterest.com/rreyes101/optavia-lean-and-green/,pinterest_board,Jun 13,,,,pinterest_in_top_10,Health-focused recipes,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,82,batch_1,claude_code_recipe_keywords_clean (1).csv,82,pinterest recipes,pinterest recipes,Transactional,8,4,4,65,0,8100,44,0.49,https://www.pinterest.com/recipegirl/popular-recipes/,pinterest_board,17 hours,"New: Image pack, Recipes.","Image pack, Recipes",,pinterest_in_top_10,Competitor / platform queries,research_only_or_exclude,EXCLUDE,weak,exclude,do_not_generate_article,exclude_from_generation,yes,caution,platform_query_not_recipe_topic,2,1,yes,Do not create a recipe article from this row. Keep it only for competitor/context review unless manually approved.
claude_recipe_keyword_master_v1,83,batch_1,claude_code_recipe_keywords_clean (1).csv,83,matcha drink recipes,matcha drink recipes,Informational,16,4,12,65,0,2900,35,0.09,https://www.pinterest.com/jadeleafmatcha/matcha-drink-recipes/,pinterest_board,4 days,New: Video carousel.,Video carousel,,pinterest_in_top_10,Drinks & beverages,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,84,batch_1,claude_code_recipe_keywords_clean (1).csv,84,nutritious crockpot recipes,nutritious crockpot recipes,Informational,5,4,1,65,0,14800,29,0.04,https://www.pinterest.com/eaturselfskinny/healthy-crockpot-recipes/,pinterest_board,6 hours,,,,pinterest_in_top_10,Health-focused recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,85,batch_1,claude_code_recipe_keywords_clean (1).csv,85,pinterest recipes,pinterest recipes,Transactional,4,3,1,64,0,8100,44,0.49,https://www.pinterest.com/jfishkind/the-best-pins-on-pinterest/,pinterest_board,17 hours,"New: Image pack, Recipes.","Image pack, Recipes",,pinterest_in_top_10,Competitor / platform queries,research_only_or_exclude,EXCLUDE,weak,exclude,do_not_generate_article,exclude_from_generation,yes,caution,platform_query_not_recipe_topic,2,2,yes,Do not create a recipe article from this row. Keep it only for competitor/context review unless manually approved.
claude_recipe_keyword_master_v1,86,batch_1,claude_code_recipe_keywords_clean (1).csv,86,hilarious recipes,hilarious recipes,Informational,4,2,2,62,0,1300,15,0.32,https://ca.pinterest.com/ottointerest/funny-recipes/,pinterest_board,Jun 18,New: People also ask. Lost: Related searches.,People also ask,Related searches,pinterest_in_top_10,General recipe ideas,research_only_or_exclude,EXCLUDE,weak,exclude,do_not_generate_article,exclude_from_generation,yes,caution,unclear_recipe_value,1,1,no,Do not create a recipe article from this row. Keep it only for competitor/context review unless manually approved.
claude_recipe_keyword_master_v1,87,batch_1,claude_code_recipe_keywords_clean (1).csv,87,potato dinner recipes,potato dinner recipes,Informational,2,1,1,61,0,2900,27,0.05,https://www.pinterest.com/weelicious/potato-recipes/,pinterest_board,Jul 04,,,,pinterest_in_top_10,"Sides, casseroles & comfort food",pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,88,batch_1,claude_code_recipe_keywords_clean (1).csv,88,chicken thigh recipes boneless,chicken thigh recipes boneless,Informational,6,4,2,61,0,2900,49,0.05,https://www.pinterest.com/markdraugelis/boneless-skinless-chicken-thighs/,pinterest_board,Jul 02,Lost: Short videos.,,Short videos,pinterest_in_top_10,Protein main dishes,recipe_article_candidate,P3,low_to_medium,medium,keep_in_backlog,backlog_or_supporting_cluster,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,89,batch_1,claude_code_recipe_keywords_clean (1).csv,89,football party food recipes,football party food recipes,Informational,2,1,1,60,0,1000,32,0.24,https://www.pinterest.com/livinglocurto/football-party-food/,pinterest_board,Jun 29,Lost: Video carousel.,,Video carousel,pinterest_in_top_10,Seasonal & occasion recipes,recipe_article_candidate,P1,strong,high,candidate_for_first_batch,create_first_batch,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,90,batch_1,claude_code_recipe_keywords_clean (1).csv,90,easy asian recipes at home,easy asian recipes at home,Informational,7,4,3,59,0,5400,29,0,https://www.pinterest.com/katieworkman100/asian-inspired-recipes-from-the-mom-100/,pinterest_board,4 days,New: Video carousel. Lost: People also ask.,Video carousel,People also ask,pinterest_in_top_10,Asian recipes,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,91,batch_1,claude_code_recipe_keywords_clean (1).csv,91,tea sandwiches recipes,tea sandwiches recipes,Informational,9,4,5,58,0,2900,24,0.05,https://www.pinterest.com/cdolbeare1505/tea-party-sandwiches-recipes/,pinterest_board,3 days,,,,pinterest_in_top_10,"Sides, casseroles & comfort food",pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,92,batch_1,claude_code_recipe_keywords_clean (1).csv,92,healthy banana recipes,healthy banana recipes,Informational,0,4,new,57,0,2400,31,0.06,https://www.pinterest.com/pin/5-healthy-recipes-using-ripe-bananas--45599014975382451/,pinterest_pin,1 day,,,,pinterest_in_top_10,Health-focused recipes,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,93,batch_1,claude_code_recipe_keywords_clean (1).csv,93,top secret recipes,top secret recipes,"Commercial, Informational",18,3,15,57,0,1300,45,0.2,https://www.pinterest.com/topsecretrecipe/copycat-recipes-by-todd-wilbur/,pinterest_board,Jun 15,"New: People also ask, Short videos. Lost: Video carousel, Recipes, Discussions and Forums.","People also ask, Short videos","Video carousel, Recipes, Discussions and Forums",pinterest_in_top_10,Competitor / platform queries,research_only_or_exclude,EXCLUDE,weak,exclude,do_not_generate_article,exclude_from_generation,yes,caution,brand_or_navigational_query,1,1,no,Do not create a recipe article from this row. Keep it only for competitor/context review unless manually approved.
claude_recipe_keyword_master_v1,94,batch_1,claude_code_recipe_keywords_clean (1).csv,94,juice cleanse recipes,juice cleanse recipes,Informational,5,4,1,57,0,4400,28,0.27,https://www.pinterest.com/ashleylillis2/diy-juice-cleanses/,pinterest_board,4 days,New: Video carousel.,Video carousel,,pinterest_in_top_10,Health-focused recipes,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,95,batch_1,claude_code_recipe_keywords_clean (1).csv,95,crockpot dessert recipes,crockpot dessert recipes,Informational,23,2,21,57,0,1300,30,0.04,https://www.pinterest.com/crisgoode/crock-pot-desserts/,pinterest_board,Jun 14,"New: People also ask. Lost: Video carousel, Short videos.",People also ask,"Video carousel, Short videos",pinterest_in_top_10,Desserts & baking,recipe_article_candidate,P1,strong,high,candidate_for_first_batch,create_first_batch,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,96,batch_1,claude_code_recipe_keywords_clean (1).csv,96,low histamine recipes,low histamine recipes,Informational,0,4,new,57,0,2400,19,0.73,https://www.pinterest.com/minneybella/low-histamine-recipes/,pinterest_board,3 days,,,,pinterest_in_top_10,Health-focused recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,97,batch_1,claude_code_recipe_keywords_clean (1).csv,97,summer soup recipes,summer soup recipes,Informational,0,4,new,57,0,2400,26,0.05,https://www.pinterest.com/sunfish527/summer-soups/,pinterest_board,20 hours,,,,pinterest_in_top_10,Seasonal & occasion recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,98,batch_1,claude_code_recipe_keywords_clean (1).csv,98,treats for halloween recipes,treats for halloween recipes,Informational,0,4,new,57,0,2400,47,0.05,https://www.pinterest.com/myrecipes/halloween-treats/,pinterest_board,11 hours,,,,pinterest_in_top_10,Seasonal & occasion recipes,recipe_article_candidate,P3,low_to_medium,medium,keep_in_backlog,backlog_or_supporting_cluster,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,99,batch_1,claude_code_recipe_keywords_clean (1).csv,99,nepali food recipes,nepali food recipes,Informational,3,2,1,56,0,1000,23,0,https://www.pinterest.com/thecreek8/nepalese-recipes/,pinterest_board,Jun 17,"Lost: Discussions and Forums, Short videos.",,"Discussions and Forums, Short videos",pinterest_in_top_10,Asian recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,100,batch_1,claude_code_recipe_keywords_clean (1).csv,100,boneless chicken thighs recipes,boneless chicken thighs recipes,Informational,6,4,2,53,0,2900,46,0.05,https://www.pinterest.com/markdraugelis/boneless-skinless-chicken-thighs/,pinterest_board,2 days,"New: Video carousel, Ads middle.","Video carousel, Ads middle",,pinterest_in_top_10,Protein main dishes,recipe_article_candidate,P3,low_to_medium,medium,keep_in_backlog,backlog_or_supporting_cluster,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,101,recipe_keywords_batch_02,claude_code_recipe_keywords_batch2_clean(1).csv,1,unique dinner recipes,unique dinner recipes,Informational,5,3,2,53,0,1300,31,0.06,https://www.pinterest.com/stacy1077/unique-dinner-ideas/,pinterest_board,4 days,Lost: Video carousel.,,Video carousel,pinterest_in_top_10,dinner_meal_planning,supporting_recipe_cluster,P2,medium,medium,validate_then_create,create_after_p1_validation,none,none,,1,1,no,Create after P1 items; validate SERP and Pinterest fit before production.
claude_recipe_keyword_master_v1,102,recipe_keywords_batch_02,claude_code_recipe_keywords_batch2_clean(1).csv,2,martha stewart recipes,martha stewart recipes,Commercial,3,2,1,49,0,2900,39,5.42,https://www.pinterest.com/marthastewart/comfort-food-recipes/,pinterest_board,-170 min,,,,pinterest_in_top_10,general_recipe_ideas,research_only,EXCLUDE,low,exclude,research_only,exclude_from_generation,brand_nav,brand_or_navigation_caution,brand/person/platform/navigational query; avoid copying or relying on third-party brand authority,1,1,no,"Do not target this as a primary keyword. Use only for competitive pattern research, without copying brand/person/entity positioning."
